saleID,saleDate,productID,productName,productCategory,productColor,productSize,quantity,unitPrice,costPrice,totalAmount,totalCost,customerID,customerName,location,locationLatitude,locationLongitude,salespersonID,salespersonName,status,salesChannel,profit,Date,Year,Month,Month Number
S00741,2024-02-04 16:15:00,P1240,Jeans_240,Jeans,Black,M,2,825.5,549.26,1651.0,1098.52,C20740,Priya_0740,Tirunelveli,8.7139,77.7567,SP133,Balaji,Cancelled,third-party,552.48,2024-02-04,2024,February,2
S00742,2024-03-06 17:35:00,P1241,Men's_241,Men's Shirts,White,S,4,297.68,239.75,1190.72,959.0,C20741,Vishal_0741,Coimbatore,11.0168,76.9558,SP125,Saravanan,Returned,in-store,231.72,2024-03-06,2024,March,3
S00743,2024-08-09 20:07:00,P1242,Women's_242,Women's Dresses,Maroon,S,3,509.53,320.15,1528.59,960.45,C20742,Ravi_0742,Tirunelveli,8.7139,77.7567,SP122,Bharath,Pending,online,568.14,2024-08-09,2024,August,8
S00744,2024-06-24 21:38:00,P1243,T-Shirts_243,T-Shirts,Green,XXL,2,2256.81,1790.71,4513.62,3581.42,C20743,Lakshmi_0743,Tiruchirappalli,10.7905,78.7047,SP131,Anand,Pending,online,932.2,2024-06-24,2024,June,6
S00745,2023-07-07 13:53:00,P1244,Jeans_244,Jeans,Black,M,2,1837.92,1299.37,3675.84,2598.74,C20744,Meena_0744,Tiruchirappalli,10.7905,78.7047,SP112,Naveen,Pending,in-store,1077.1,2023-07-07,2023,July,7
S00746,2023-06-15 10:32:00,P1245,Sarees_245,Sarees,Green,XS,2,2402.55,1849.3,4805.1,3698.6,C20745,Diya_0745,Coimbatore,11.0168,76.9558,SP143,Gokul,Shipped,online,1106.5,2023-06-15,2023,June,6
S00747,2023-12-01 11:32:00,P1246,Men's_246,Men's Shirts,Maroon,XS,3,1732.42,1553.38,5197.26,4660.14,C20746,Bhuvana_0746,Vellore,12.9165,79.1325,SP123,Sathish,Cancelled,in-store,537.12,2023-12-01,2023,December,12
S00748,2023-05-27 14:28:00,P1247,Sarees_247,Sarees,Grey,XL,2,422.28,275.78,844.56,551.56,C20747,Bhuvana_0747,Salem,11.6643,78.146,SP131,Anand,Pending,in-store,293.0,2023-05-27,2023,May,5
S00749,2024-10-03 15:31:00,P1248,T-Shirts_248,T-Shirts,Pink,S,1,351.37,304.78,351.37,304.78,C20748,Sanjay_0748,Madurai,9.9252,78.1198,SP103,Rahul,Cancelled,online,46.59,2024-10-03,2024,October,10
S00750,2023-10-29 13:28:00,P1249,Kurta_249,Kurta,Grey,XL,1,1126.22,902.95,1126.22,902.95,C20749,Aarav_0749,Tirunelveli,8.7139,77.7567,SP125,Saravanan,Pending,in-store,223.27,2023-10-29,2023,October,10
S00751,2024-03-19 13:07:00,P1250,Sportswear_250,Sportswear,Blue,XXL,1,1898.56,1518.82,1898.56,1518.82,C20750,Anu_0750,Vellore,12.9165,79.1325,SP120,Harish,Paid,mobile_app,379.74,2024-03-19,2024,March,3
S00752,2023-03-19 16:15:00,P1251,Men's_251,Men's Shirts,Black,L,4,2207.58,1655.66,8830.32,6622.64,C20751,Sathish_0751,Coimbatore,11.0168,76.9558,SP120,Harish,Returned,in-store,2207.68,2023-03-19,2023,March,3
S00753,2024-04-19 17:11:00,P1252,T-Shirts_252,T-Shirts,Green,XL,2,1965.25,1360.46,3930.5,2720.92,C20752,Vishal_0752,Tiruchirappalli,10.7905,78.7047,SP117,Ashok,Shipped,in-store,1209.58,2024-04-19,2024,April,4
S00754,2023-11-16 19:13:00,P1253,Sarees_253,Sarees,Yellow,S,2,1467.42,1110.94,2934.84,2221.88,C20753,Ravi_0753,Erode,11.34,77.7172,SP113,Ramesh,Shipped,in-store,712.96,2023-11-16,2023,November,11
S00755,2023-07-03 13:16:00,P1254,Sarees_254,Sarees,Yellow,L,1,397.87,245.53,397.87,245.53,C20754,Vishal_0754,Vellore,12.9165,79.1325,SP111,Dinesh,Cancelled,mobile_app,152.34,2023-07-03,2023,July,7
S00756,2023-03-10 17:32:00,P1255,Kid's_255,Kid's Wear,Black,XS,3,310.61,213.92,931.83,641.76,C20755,Devi_0755,Salem,11.6643,78.146,SP115,Santosh,Cancelled,mobile_app,290.07,2023-03-10,2023,March,3
S00757,2024-08-29 16:16:00,P1256,Kurta_256,Kurta,Pink,S,3,780.32,540.24,2340.96,1620.72,C20756,Kavin_0756,Madurai,9.9252,78.1198,SP130,Varun,Paid,in-store,720.24,2024-08-29,2024,August,8
S00758,2024-02-03 20:48:00,P1257,Kid's_257,Kid's Wear,Pink,L,1,512.08,444.53,512.08,444.53,C20757,Kavin_0757,Tirunelveli,8.7139,77.7567,SP131,Anand,Returned,mobile_app,67.55,2024-02-03,2024,February,2
S00759,2023-02-18 20:59:00,P1258,T-Shirts_258,T-Shirts,Maroon,XL,2,1814.0,1391.23,3628.0,2782.46,C20758,Aarav_0758,Erode,11.34,77.7172,SP106,Praveen,Pending,in-store,845.54,2023-02-18,2023,February,2
S00760,2023-08-22 20:01:00,P1259,Men's_259,Men's Shirts,Black,M,1,2442.91,2076.38,2442.91,2076.38,C20759,Ravi_0759,Coimbatore,11.0168,76.9558,SP128,Krishna,Returned,in-store,366.53,2023-08-22,2023,August,8
S00761,2023-07-16 21:37:00,P1260,T-Shirts_260,T-Shirts,Yellow,M,1,1755.04,1214.79,1755.04,1214.79,C20760,Anu_0760,Salem,11.6643,78.146,SP122,Bharath,Paid,mobile_app,540.25,2023-07-16,2023,July,7
S00762,2023-08-29 16:47:00,P1261,Kurta_261,Kurta,Blue,M,1,1544.45,1375.79,1544.45,1375.79,C20761,Bhuvana_0761,Tiruchirappalli,10.7905,78.7047,SP136,Prakash,Cancelled,mobile_app,168.66,2023-08-29,2023,August,8
S00763,2023-09-03 10:20:00,P1262,Kid's_262,Kid's Wear,White,M,2,581.92,359.82,1163.84,719.64,C20762,Karthik_0762,Vellore,12.9165,79.1325,SP149,Hari,Shipped,in-store,444.2,2023-09-03,2023,September,9
S00764,2023-11-21 11:06:00,P1263,Women's_263,Women's Dresses,Pink,XL,2,1121.62,711.72,2243.24,1423.44,C20763,Vishal_0763,Vellore,12.9165,79.1325,SP140,Abhishek,Pending,in-store,819.8,2023-11-21,2023,November,11
S00765,2024-07-28 14:23:00,P1264,Kid's_264,Kid's Wear,Yellow,L,4,1617.78,1192.68,6471.12,4770.72,C20764,Lakshmi_0764,Erode,11.34,77.7172,SP104,Vijay,Paid,mobile_app,1700.4,2024-07-28,2024,July,7
S00766,2023-09-16 15:24:00,P1265,Kid's_265,Kid's Wear,Yellow,S,4,1692.16,1499.88,6768.64,5999.52,C20765,Karthik_0765,Tirunelveli,8.7139,77.7567,SP141,Mahesh,Returned,in-store,769.12,2023-09-16,2023,September,9
S00767,2023-04-09 15:36:00,P1266,T-Shirts_266,T-Shirts,Pink,M,2,455.78,392.18,911.56,784.36,C20766,Ganesh_0766,Vellore,12.9165,79.1325,SP149,Hari,Returned,mobile_app,127.2,2023-04-09,2023,April,4
S00768,2023-07-13 11:40:00,P1267,Sportswear_267,Sportswear,Pink,S,2,1889.04,1251.77,3778.08,2503.54,C20767,Kavin_0767,Chennai,13.0827,80.2707,SP108,Ravi,Pending,online,1274.54,2023-07-13,2023,July,7
S00769,2023-02-08 16:35:00,P1268,T-Shirts_268,T-Shirts,Blue,S,1,426.77,270.97,426.77,270.97,C20768,Kavin_0768,Erode,11.34,77.7172,SP106,Praveen,Paid,online,155.8,2023-02-08,2023,February,2
S00770,2023-06-15 13:31:00,P1269,Women's_269,Women's Dresses,Grey,XL,1,1501.46,1309.88,1501.46,1309.88,C20769,Aarav_0769,Chennai,13.0827,80.2707,SP149,Hari,Shipped,online,191.58,2023-06-15,2023,June,6
S00771,2023-09-15 13:08:00,P1270,Women's_270,Women's Dresses,Blue,M,4,2200.86,1565.83,8803.44,6263.32,C20770,Sathish_0770,Madurai,9.9252,78.1198,SP105,Suresh,Shipped,online,2540.12,2023-09-15,2023,September,9
S00772,2024-02-04 16:19:00,P1271,T-Shirts_271,T-Shirts,Black,S,4,1355.73,895.1,5422.92,3580.4,C20771,Devi_0771,Salem,11.6643,78.146,SP128,Krishna,Pending,in-store,1842.52,2024-02-04,2024,February,2
S00773,2023-07-24 19:54:00,P1272,Kid's_272,Kid's Wear,Maroon,S,2,2001.98,1367.59,4003.96,2735.18,C20772,Aarav_0772,Chennai,13.0827,80.2707,SP142,Kishore,Returned,in-store,1268.78,2023-07-24,2023,July,7
S00774,2024-09-03 11:52:00,P1273,Sarees_273,Sarees,Grey,L,4,949.08,681.67,3796.32,2726.68,C20773,Bhuvana_0773,Salem,11.6643,78.146,SP135,Shankar,Shipped,online,1069.64,2024-09-03,2024,September,9
S00775,2024-01-28 19:28:00,P1274,Kid's_274,Kid's Wear,Maroon,S,1,1535.48,1352.42,1535.48,1352.42,C20774,Sathish_0774,Vellore,12.9165,79.1325,SP140,Abhishek,Cancelled,in-store,183.06,2024-01-28,2024,January,1
S00776,2024-03-12 15:48:00,P1275,Kurta_275,Kurta,Maroon,XXL,3,1621.24,1139.01,4863.72,3417.03,C20775,Lakshmi_0775,Salem,11.6643,78.146,SP122,Bharath,Shipped,online,1446.69,2024-03-12,2024,March,3
S00777,2024-07-22 10:13:00,P1276,Jeans_276,Jeans,Blue,L,1,504.01,368.91,504.01,368.91,C20776,Vishal_0776,Tirunelveli,8.7139,77.7567,SP126,Aravind,Returned,in-store,135.1,2024-07-22,2024,July,7
S00778,2024-02-23 14:03:00,P1277,Kid's_277,Kid's Wear,White,XS,1,635.35,468.76,635.35,468.76,C20777,Aarav_0777,Madurai,9.9252,78.1198,SP122,Bharath,Returned,in-store,166.59,2024-02-23,2024,February,2
S00779,2024-05-03 20:50:00,P1278,Sportswear_278,Sportswear,Maroon,XS,4,2087.12,1769.67,8348.48,7078.68,C20778,Devi_0778,Vellore,12.9165,79.1325,SP148,Jagan,Shipped,in-store,1269.8,2024-05-03,2024,May,5
S00780,2024-01-18 14:47:00,P1279,T-Shirts_279,T-Shirts,Red,L,3,701.8,618.01,2105.4,1854.03,C20779,Sanjay_0779,Salem,11.6643,78.146,SP138,Lokesh,Pending,in-store,251.37,2024-01-18,2024,January,1
S00781,2023-10-30 15:00:00,P1280,Men's_280,Men's Shirts,Maroon,M,1,2403.28,1832.1,2403.28,1832.1,C20780,Meena_0780,Erode,11.34,77.7172,SP135,Shankar,Shipped,third-party,571.18,2023-10-30,2023,October,10
S00782,2024-01-29 12:37:00,P1281,Kurta_281,Kurta,Black,S,1,248.35,210.08,248.35,210.08,C20781,Devi_0781,Erode,11.34,77.7172,SP124,Rajesh,Pending,online,38.27,2024-01-29,2024,January,1
S00783,2024-06-20 19:17:00,P1282,T-Shirts_282,T-Shirts,Blue,L,1,721.58,577.23,721.58,577.23,C20782,Lakshmi_0782,Tiruchirappalli,10.7905,78.7047,SP133,Balaji,Cancelled,in-store,144.35,2024-06-20,2024,June,6
S00784,2023-02-22 15:09:00,P1283,T-Shirts_283,T-Shirts,White,XXL,1,1907.28,1284.07,1907.28,1284.07,C20783,Devi_0783,Salem,11.6643,78.146,SP126,Aravind,Pending,online,623.21,2023-02-22,2023,February,2
S00785,2024-01-24 14:51:00,P1284,Women's_284,Women's Dresses,Green,S,2,1311.58,937.56,2623.16,1875.12,C20784,Vishal_0784,Coimbatore,11.0168,76.9558,SP140,Abhishek,Shipped,online,748.04,2024-01-24,2024,January,1
S00786,2024-06-29 11:30:00,P1285,Sportswear_285,Sportswear,White,XXL,2,259.36,198.67,518.72,397.34,C20785,Sathish_0785,Vellore,12.9165,79.1325,SP112,Naveen,Returned,mobile_app,121.38,2024-06-29,2024,June,6
S00787,2023-12-05 21:12:00,P1286,Men's_286,Men's Shirts,Green,XS,3,2407.52,1479.68,7222.56,4439.04,C20786,Anu_0786,Chennai,13.0827,80.2707,SP111,Dinesh,Paid,online,2783.52,2023-12-05,2023,December,12
S00788,2023-03-05 10:11:00,P1287,T-Shirts_287,T-Shirts,White,S,1,1684.82,1033.93,1684.82,1033.93,C20787,Devi_0787,Vellore,12.9165,79.1325,SP146,Selva,Paid,in-store,650.89,2023-03-05,2023,March,3
S00789,2024-09-06 20:17:00,P1288,Jeans_288,Jeans,Blue,S,1,2354.93,2108.16,2354.93,2108.16,C20788,Aarav_0788,Vellore,12.9165,79.1325,SP113,Ramesh,Returned,in-store,246.77,2024-09-06,2024,September,9
S00790,2024-06-01 19:40:00,P1289,Kurta_289,Kurta,White,L,2,1023.72,918.12,2047.44,1836.24,C20789,Karthik_0789,Vellore,12.9165,79.1325,SP144,Rohit,Paid,in-store,211.2,2024-06-01,2024,June,6
S00791,2024-03-20 21:08:00,P1290,Sarees_290,Sarees,Blue,S,2,409.62,280.91,819.24,561.82,C20790,Aarav_0790,Salem,11.6643,78.146,SP149,Hari,Shipped,in-store,257.42,2024-03-20,2024,March,3
S00792,2024-03-13 12:03:00,P1291,Women's_291,Women's Dresses,Maroon,L,1,1961.73,1420.5,1961.73,1420.5,C20791,Kavin_0791,Tiruchirappalli,10.7905,78.7047,SP116,Vignesh,Shipped,in-store,541.23,2024-03-13,2024,March,3
S00793,2024-02-29 16:01:00,P1292,Men's_292,Men's Shirts,Blue,XXL,1,426.38,378.21,426.38,378.21,C20792,Meena_0792,Erode,11.34,77.7172,SP149,Hari,Shipped,in-store,48.17,2024-02-29,2024,February,2
S00794,2024-01-25 18:18:00,P1293,Jeans_293,Jeans,Red,S,3,1327.94,864.29,3983.82,2592.87,C20793,Ravi_0793,Coimbatore,11.0168,76.9558,SP133,Balaji,Pending,in-store,1390.95,2024-01-25,2024,January,1
S00795,2023-02-03 17:12:00,P1294,Sportswear_294,Sportswear,Pink,XXL,1,1457.94,1082.56,1457.94,1082.56,C20794,Vishal_0794,Tirunelveli,8.7139,77.7567,SP110,Manoj,Paid,in-store,375.38,2023-02-03,2023,February,2
S00796,2024-08-22 10:16:00,P1295,Women's_295,Women's Dresses,White,L,1,1689.15,1441.06,1689.15,1441.06,C20795,Lakshmi_0795,Salem,11.6643,78.146,SP112,Naveen,Returned,mobile_app,248.09,2024-08-22,2024,August,8
S00797,2023-07-31 18:57:00,P1296,Men's_296,Men's Shirts,Black,XS,2,716.71,515.89,1433.42,1031.78,C20796,Meena_0796,Erode,11.34,77.7172,SP120,Harish,Paid,in-store,401.64,2023-07-31,2023,July,7
S00798,2023-09-24 21:10:00,P1297,Kid's_297,Kid's Wear,White,XL,3,647.98,546.34,1943.94,1639.02,C20797,Diya_0797,Erode,11.34,77.7172,SP115,Santosh,Paid,in-store,304.92,2023-09-24,2023,September,9
S00799,2023-06-27 18:22:00,P1298,Men's_298,Men's Shirts,Grey,XXL,2,2049.58,1762.49,4099.16,3524.98,C20798,Sathish_0798,Madurai,9.9252,78.1198,SP123,Sathish,Paid,in-store,574.18,2023-06-27,2023,June,6
S00800,2023-02-08 18:08:00,P1299,Jeans_299,Jeans,Green,L,1,1257.18,1009.17,1257.18,1009.17,C20799,Diya_0799,Tirunelveli,8.7139,77.7567,SP148,Jagan,Paid,in-store,248.01,2023-02-08,2023,February,2
S00801,2024-02-07 16:03:00,P1300,Men's_300,Men's Shirts,Yellow,XXL,2,1753.55,1260.45,3507.1,2520.9,C20800,Kavin_0800,Coimbatore,11.0168,76.9558,SP108,Ravi,Shipped,mobile_app,986.2,2024-02-07,2024,February,2
S00802,2023-03-28 11:56:00,P1301,Jeans_301,Jeans,Yellow,XL,2,1198.32,764.85,2396.64,1529.7,C20801,Sanjay_0801,Tirunelveli,8.7139,77.7567,SP128,Krishna,Pending,in-store,866.94,2023-03-28,2023,March,3
S00803,2023-09-23 14:18:00,P1302,Men's_302,Men's Shirts,Pink,M,4,1312.75,952.42,5251.0,3809.68,C20802,Devi_0802,Madurai,9.9252,78.1198,SP116,Vignesh,Paid,online,1441.32,2023-09-23,2023,September,9
S00804,2023-08-21 17:34:00,P1303,Sportswear_303,Sportswear,Grey,XL,1,1708.58,1127.05,1708.58,1127.05,C20803,Vishal_0803,Vellore,12.9165,79.1325,SP112,Naveen,Cancelled,online,581.53,2023-08-21,2023,August,8
S00805,2023-07-24 12:04:00,P1304,Kid's_304,Kid's Wear,Maroon,M,4,257.96,182.24,1031.84,728.96,C20804,Karthik_0804,Vellore,12.9165,79.1325,SP117,Ashok,Cancelled,online,302.88,2023-07-24,2023,July,7
S00806,2024-05-22 16:15:00,P1305,Kid's_305,Kid's Wear,Blue,XL,1,1912.89,1384.4,1912.89,1384.4,C20805,Kavin_0805,Vellore,12.9165,79.1325,SP118,Mohan,Returned,in-store,528.49,2024-05-22,2024,May,5
S00807,2023-05-08 16:07:00,P1306,Sarees_306,Sarees,Grey,XS,1,506.32,343.49,506.32,343.49,C20806,Sanjay_0806,Erode,11.34,77.7172,SP146,Selva,Pending,online,162.83,2023-05-08,2023,May,5
S00808,2023-09-30 17:30:00,P1307,Men's_307,Men's Shirts,Yellow,XL,1,933.8,676.68,933.8,676.68,C20807,Meena_0807,Tirunelveli,8.7139,77.7567,SP146,Selva,Paid,online,257.12,2023-09-30,2023,September,9
S00809,2024-08-13 12:05:00,P1308,Kurta_308,Kurta,Black,XL,1,1545.1,1363.46,1545.1,1363.46,C20808,Lakshmi_0808,Vellore,12.9165,79.1325,SP149,Hari,Cancelled,third-party,181.64,2024-08-13,2024,August,8
S00810,2023-04-24 15:05:00,P1309,Kid's_309,Kid's Wear,White,M,1,1843.15,1305.86,1843.15,1305.86,C20809,Priya_0809,Tirunelveli,8.7139,77.7567,SP107,Karthik,Paid,online,537.29,2023-04-24,2023,April,4
S00811,2023-03-23 13:38:00,P1310,Women's_310,Women's Dresses,Red,S,1,251.9,216.26,251.9,216.26,C20810,Kavin_0810,Chennai,13.0827,80.2707,SP112,Naveen,Paid,in-store,35.64,2023-03-23,2023,March,3
S00812,2024-01-11 20:35:00,P1311,Sportswear_311,Sportswear,Black,XS,1,2059.31,1613.46,2059.31,1613.46,C20811,Aarav_0811,Erode,11.34,77.7172,SP142,Kishore,Shipped,in-store,445.85,2024-01-11,2024,January,1
S00813,2023-07-12 13:19:00,P1312,T-Shirts_312,T-Shirts,Red,M,1,818.23,539.7,818.23,539.7,C20812,Meena_0812,Coimbatore,11.0168,76.9558,SP100,Tamil,Pending,online,278.53,2023-07-12,2023,July,7
S00814,2023-06-10 13:33:00,P1313,Sportswear_313,Sportswear,Blue,L,3,1556.2,965.18,4668.6,2895.54,C20813,Sanjay_0813,Chennai,13.0827,80.2707,SP123,Sathish,Cancelled,online,1773.06,2023-06-10,2023,June,6
S00815,2024-06-24 12:43:00,P1314,Kurta_314,Kurta,Yellow,XXL,1,1391.58,924.29,1391.58,924.29,C20814,Aarav_0814,Salem,11.6643,78.146,SP133,Balaji,Paid,in-store,467.29,2024-06-24,2024,June,6
S00816,2023-07-04 14:48:00,P1315,Women's_315,Women's Dresses,White,XS,4,1091.14,937.34,4364.56,3749.36,C20815,Meena_0815,Coimbatore,11.0168,76.9558,SP106,Praveen,Pending,in-store,615.2,2023-07-04,2023,July,7
S00817,2023-07-20 13:15:00,P1316,Kurta_316,Kurta,Black,S,4,553.7,479.42,2214.8,1917.68,C20816,Anu_0816,Tiruchirappalli,10.7905,78.7047,SP136,Prakash,Pending,third-party,297.12,2023-07-20,2023,July,7
S00818,2023-10-26 16:39:00,P1317,Kurta_317,Kurta,Blue,XXL,1,2076.98,1257.99,2076.98,1257.99,C20817,Sathish_0817,Tirunelveli,8.7139,77.7567,SP143,Gokul,Shipped,online,818.99,2023-10-26,2023,October,10
S00819,2024-04-23 12:07:00,P1318,Kurta_318,Kurta,Blue,S,1,313.21,209.64,313.21,209.64,C20818,Sanjay_0818,Madurai,9.9252,78.1198,SP135,Shankar,Shipped,in-store,103.57,2024-04-23,2024,April,4
S00820,2024-08-06 13:13:00,P1319,Sarees_319,Sarees,Green,XL,2,256.62,170.1,513.24,340.2,C20819,Sathish_0819,Vellore,12.9165,79.1325,SP122,Bharath,Returned,in-store,173.04,2024-08-06,2024,August,8
S00821,2023-09-28 14:54:00,P1320,Sarees_320,Sarees,Yellow,L,1,1948.01,1351.49,1948.01,1351.49,C20820,Sanjay_0820,Erode,11.34,77.7172,SP146,Selva,Returned,mobile_app,596.52,2023-09-28,2023,September,9
S00822,2023-09-24 12:58:00,P1321,Jeans_321,Jeans,Maroon,S,4,392.57,280.99,1570.28,1123.96,C20821,Priya_0821,Salem,11.6643,78.146,SP123,Sathish,Shipped,online,446.32,2023-09-24,2023,September,9
S00823,2023-09-01 20:09:00,P1322,Sportswear_322,Sportswear,Pink,XS,4,2420.97,1738.42,9683.88,6953.68,C20822,Devi_0822,Chennai,13.0827,80.2707,SP118,Mohan,Cancelled,in-store,2730.2,2023-09-01,2023,September,9
S00824,2023-03-26 18:43:00,P1323,Men's_323,Men's Shirts,Maroon,S,4,1653.64,1352.4,6614.56,5409.6,C20823,Ganesh_0823,Salem,11.6643,78.146,SP100,Tamil,Returned,in-store,1204.96,2023-03-26,2023,March,3
S00825,2023-08-27 11:12:00,P1324,Jeans_324,Jeans,Black,M,2,1913.99,1281.74,3827.98,2563.48,C20824,Aarav_0824,Salem,11.6643,78.146,SP135,Shankar,Cancelled,in-store,1264.5,2023-08-27,2023,August,8
S00826,2023-09-21 13:11:00,P1325,Kid's_325,Kid's Wear,Blue,XS,1,1051.53,867.92,1051.53,867.92,C20825,Ravi_0825,Tirunelveli,8.7139,77.7567,SP109,Ajay,Pending,in-store,183.61,2023-09-21,2023,September,9
S00827,2024-08-06 20:10:00,P1326,T-Shirts_326,T-Shirts,Yellow,XL,3,1675.61,1018.22,5026.83,3054.66,C20826,Meena_0826,Tiruchirappalli,10.7905,78.7047,SP116,Vignesh,Returned,online,1972.17,2024-08-06,2024,August,8
S00828,2024-05-27 20:16:00,P1327,Women's_327,Women's Dresses,Pink,XL,1,771.64,536.35,771.64,536.35,C20827,Ganesh_0827,Tiruchirappalli,10.7905,78.7047,SP146,Selva,Paid,online,235.29,2024-05-27,2024,May,5
S00829,2024-06-09 20:18:00,P1328,Sarees_328,Sarees,Grey,S,2,2204.03,1841.52,4408.06,3683.04,C20828,Ravi_0828,Coimbatore,11.0168,76.9558,SP138,Lokesh,Returned,online,725.02,2024-06-09,2024,June,6
S00830,2023-06-27 20:05:00,P1329,Men's_329,Men's Shirts,Pink,XS,3,1769.84,1237.98,5309.52,3713.94,C20829,Sanjay_0829,Chennai,13.0827,80.2707,SP149,Hari,Returned,online,1595.58,2023-06-27,2023,June,6
S00831,2023-11-22 17:30:00,P1330,Sarees_330,Sarees,Pink,L,1,903.91,559.62,903.91,559.62,C20830,Ganesh_0830,Coimbatore,11.0168,76.9558,SP149,Hari,Pending,online,344.29,2023-11-22,2023,November,11
S00832,2023-04-26 10:26:00,P1331,Men's_331,Men's Shirts,Pink,XS,2,1770.1,1187.18,3540.2,2374.36,C20831,Vishal_0831,Chennai,13.0827,80.2707,SP120,Harish,Cancelled,in-store,1165.84,2023-04-26,2023,April,4
S00833,2024-09-05 20:17:00,P1332,Kid's_332,Kid's Wear,Yellow,XL,3,2174.56,1390.64,6523.68,4171.92,C20832,Devi_0832,Tiruchirappalli,10.7905,78.7047,SP109,Ajay,Paid,in-store,2351.76,2024-09-05,2024,September,9
S00834,2024-04-03 18:40:00,P1333,Kurta_333,Kurta,Grey,XL,2,1637.45,1296.05,3274.9,2592.1,C20833,Sathish_0833,Coimbatore,11.0168,76.9558,SP114,Ganesh,Shipped,in-store,682.8,2024-04-03,2024,April,4
S00835,2023-07-19 20:57:00,P1334,T-Shirts_334,T-Shirts,Pink,S,3,402.75,265.15,1208.25,795.45,C20834,Kavin_0834,Tirunelveli,8.7139,77.7567,SP105,Suresh,Shipped,mobile_app,412.8,2023-07-19,2023,July,7
S00836,2024-06-17 18:38:00,P1335,Men's_335,Men's Shirts,Maroon,L,4,1856.88,1398.85,7427.52,5595.4,C20835,Vishal_0835,Coimbatore,11.0168,76.9558,SP125,Saravanan,Cancelled,in-store,1832.12,2024-06-17,2024,June,6
S00837,2024-01-28 15:49:00,P1336,Kurta_336,Kurta,Green,S,1,1831.59,1156.87,1831.59,1156.87,C20836,Ravi_0836,Tiruchirappalli,10.7905,78.7047,SP131,Anand,Shipped,in-store,674.72,2024-01-28,2024,January,1
S00838,2024-06-29 18:41:00,P1337,Jeans_337,Jeans,Maroon,XL,4,526.59,364.02,2106.36,1456.08,C20837,Devi_0837,Tiruchirappalli,10.7905,78.7047,SP115,Santosh,Paid,in-store,650.28,2024-06-29,2024,June,6
S00839,2023-04-01 17:18:00,P1338,T-Shirts_338,T-Shirts,Pink,M,1,308.55,274.12,308.55,274.12,C20838,Lakshmi_0838,Coimbatore,11.0168,76.9558,SP107,Karthik,Shipped,third-party,34.43,2023-04-01,2023,April,4
S00840,2024-03-17 17:16:00,P1339,Kurta_339,Kurta,Yellow,M,1,1648.15,1415.84,1648.15,1415.84,C20839,Meena_0839,Tirunelveli,8.7139,77.7567,SP122,Bharath,Cancelled,online,232.31,2024-03-17,2024,March,3
S00841,2023-03-27 21:34:00,P1340,Men's_340,Men's Shirts,White,S,3,2296.48,1530.5,6889.44,4591.5,C20840,Karthik_0840,Vellore,12.9165,79.1325,SP139,Yogesh,Pending,online,2297.94,2023-03-27,2023,March,3
S00842,2023-02-06 13:31:00,P1341,Sportswear_341,Sportswear,Red,S,2,1397.25,1023.07,2794.5,2046.14,C20841,Meena_0841,Tirunelveli,8.7139,77.7567,SP109,Ajay,Paid,in-store,748.36,2023-02-06,2023,February,2
S00843,2024-07-25 16:30:00,P1342,Women's_342,Women's Dresses,Red,S,3,345.2,248.21,1035.6,744.63,C20842,Sathish_0842,Madurai,9.9252,78.1198,SP118,Mohan,Paid,in-store,290.97,2024-07-25,2024,July,7
S00844,2023-11-05 15:52:00,P1343,Sarees_343,Sarees,Blue,M,3,1154.84,839.17,3464.52,2517.51,C20843,Ravi_0843,Vellore,12.9165,79.1325,SP101,Arun,Returned,in-store,947.01,2023-11-05,2023,November,11
S00845,2024-05-25 12:49:00,P1344,Jeans_344,Jeans,Maroon,S,1,1749.16,1121.58,1749.16,1121.58,C20844,Meena_0844,Salem,11.6643,78.146,SP135,Shankar,Shipped,mobile_app,627.58,2024-05-25,2024,May,5
S00846,2023-06-29 10:55:00,P1345,Kid's_345,Kid's Wear,Red,L,4,937.97,730.51,3751.88,2922.04,C20845,Sathish_0845,Chennai,13.0827,80.2707,SP116,Vignesh,Pending,in-store,829.84,2023-06-29,2023,June,6
S00847,2024-10-09 15:55:00,P1346,Men's_346,Men's Shirts,White,S,1,325.89,215.5,325.89,215.5,C20846,Sanjay_0846,Salem,11.6643,78.146,SP103,Rahul,Shipped,mobile_app,110.39,2024-10-09,2024,October,10
S00848,2023-09-30 12:00:00,P1347,Men's_347,Men's Shirts,Blue,L,2,1379.85,944.39,2759.7,1888.78,C20847,Lakshmi_0847,Salem,11.6643,78.146,SP142,Kishore,Returned,online,870.92,2023-09-30,2023,September,9
S00849,2024-06-18 19:43:00,P1348,Women's_348,Women's Dresses,Red,M,1,1865.27,1638.91,1865.27,1638.91,C20848,Bhuvana_0848,Erode,11.34,77.7172,SP114,Ganesh,Shipped,online,226.36,2024-06-18,2024,June,6
S00850,2023-10-07 11:30:00,P1349,Women's_349,Women's Dresses,Yellow,L,1,367.91,302.87,367.91,302.87,C20849,Bhuvana_0849,Coimbatore,11.0168,76.9558,SP111,Dinesh,Pending,in-store,65.04,2023-10-07,2023,October,10
S00851,2024-04-07 12:44:00,P1350,Sportswear_350,Sportswear,Maroon,XXL,2,2486.96,1665.81,4973.92,3331.62,C20850,Aarav_0850,Chennai,13.0827,80.2707,SP115,Santosh,Cancelled,mobile_app,1642.3,2024-04-07,2024,April,4
